title,slug,url,difficulty,acceptance_rate,prompt,examples,tags
Number Complement,number-complement,https://leetcode.com/problems/number-complement/,1,70.31,,,
Heaters,heaters,https://leetcode.com/problems/heaters/,2,39.71,,,
Ones and Zeroes,ones-and-zeroes,https://leetcode.com/problems/ones-and-zeroes/,2,48.65,,,
Total Hamming Distance,total-hamming-distance,https://leetcode.com/problems/total-hamming-distance/,2,53.62,,,
Matchsticks to Square,matchsticks-to-square,https://leetcode.com/problems/matchsticks-to-square/,2,40.8,,,
Concatenated Words,concatenated-words,https://leetcode.com/problems/concatenated-words/,3,49.39,,,
Encode String with Shortest Length,encode-string-with-shortest-length,https://leetcode.com/problems/encode-string-with-shortest-length/,3,50.48,,,
Convex Polygon,convex-polygon,https://leetcode.com/problems/convex-polygon/,2,39.83,,,
Validate IP Address,validate-ip-address,https://leetcode.com/problems/validate-ip-address/,2,27.75,,,
Unique Substrings in Wraparound String,unique-substrings-in-wraparound-string,https://leetcode.com/problems/unique-substrings-in-wraparound-string/,2,41.0,,,
Count The Repetitions,count-the-repetitions,https://leetcode.com/problems/count-the-repetitions/,3,31.58,,,
Optimal Account Balancing,optimal-account-balancing,https://leetcode.com/problems/optimal-account-balancing/,3,49.81,,,
Can I Win,can-i-win,https://leetcode.com/problems/can-i-win/,2,30.29,,,
Minimum Moves to Equal Array Elements II,minimum-moves-to-equal-array-elements-ii,https://leetcode.com/problems/minimum-moves-to-equal-array-elements-ii/,2,60.86,,,
Hamming Distance,hamming-distance,https://leetcode.com/problems/hamming-distance/,1,76.01,,,
Island Perimeter,island-perimeter,https://leetcode.com/problems/island-perimeter/,1,73.43,,,
Repeated Substring Pattern,repeated-substring-pattern,https://leetcode.com/problems/repeated-substring-pattern/,1,46.76,,,
LFU Cache,lfu-cache,https://leetcode.com/problems/lfu-cache/,3,46.19,,,
Poor Pigs,poor-pigs,https://leetcode.com/problems/poor-pigs/,3,59.25,,,
Circular Array Loop,circular-array-loop,https://leetcode.com/problems/circular-array-loop/,2,35.41,,,
132 Pattern,132-pattern,https://leetcode.com/problems/132-pattern/,2,33.98,,,
Assign Cookies,assign-cookies,https://leetcode.com/problems/assign-cookies/,1,53.63,,,
4Sum II,4sum-ii,https://leetcode.com/problems/4sum-ii/,2,57.54,,,
Minimum Number of Arrows to Burst Balloons,minimum-number-of-arrows-to-burst-balloons,https://leetcode.com/problems/minimum-number-of-arrows-to-burst-balloons/,2,60.24,,,
Minimum Moves to Equal Array Elements,minimum-moves-to-equal-array-elements,https://leetcode.com/problems/minimum-moves-to-equal-array-elements/,2,57.62,,,
Sort Characters By Frequency,sort-characters-by-frequency,https://leetcode.com/problems/sort-characters-by-frequency/,2,73.86,,,
Serialize and Deserialize BST,serialize-and-deserialize-bst,https://leetcode.com/problems/serialize-and-deserialize-bst/,2,58.46,,,
Find All Numbers Disappeared in an Array,find-all-numbers-disappeared-in-an-array,https://leetcode.com/problems/find-all-numbers-disappeared-in-an-array/,1,62.23,,,
Delete Node in a BST,delete-node-in-a-bst,https://leetcode.com/problems/delete-node-in-a-bst/,2,52.78,,,
Number of Boomerangs,number-of-boomerangs,https://leetcode.com/problems/number-of-boomerangs/,2,56.28,,,
Arithmetic Slices II - Subsequence,arithmetic-slices-ii-subsequence,https://leetcode.com/problems/arithmetic-slices-ii-subsequence/,3,54.52,,,
Sequence Reconstruction,sequence-reconstruction,https://leetcode.com/problems/sequence-reconstruction/,2,29.32,,,
Add Two Numbers II,add-two-numbers-ii,https://leetcode.com/problems/add-two-numbers-ii/,2,61.65,,,
Find All Duplicates in an Array,find-all-duplicates-in-an-array,https://leetcode.com/problems/find-all-duplicates-in-an-array/,2,76.32,,,
String Compression,string-compression,https://leetcode.com/problems/string-compression/,2,57.74,,,
Arranging Coins,arranging-coins,https://leetcode.com/problems/arranging-coins/,1,47.25,,,
K-th Smallest in Lexicographical Order,k-th-smallest-in-lexicographical-order,https://leetcode.com/problems/k-th-smallest-in-lexicographical-order/,3,41.98,,,
Ternary Expression Parser,ternary-expression-parser,https://leetcode.com/problems/ternary-expression-parser/,2,61.91,,,
Find All Anagrams in a String,find-all-anagrams-in-a-string,https://leetcode.com/problems/find-all-anagrams-in-a-string/,2,52.02,,,
Path Sum III,path-sum-iii,https://leetcode.com/problems/path-sum-iii/,2,46.06,,,
Find Right Interval,find-right-interval,https://leetcode.com/problems/find-right-interval/,2,53.62,,,
Non-overlapping Intervals,non-overlapping-intervals,https://leetcode.com/problems/non-overlapping-intervals/,2,55.23,,,
Number of Segments in a String,number-of-segments-in-a-string,https://leetcode.com/problems/number-of-segments-in-a-string/,1,36.33,,,
Minimum Genetic Mutation,minimum-genetic-mutation,https://leetcode.com/problems/minimum-genetic-mutation/,2,55.27,,,
All O`one Data Structure,all-oone-data-structure,https://leetcode.com/problems/all-oone-data-structure/,3,44.19,,,
Word Squares,word-squares,https://leetcode.com/problems/word-squares/,3,53.87,,,
Longest Repeating Character Replacement,longest-repeating-character-replacement,https://leetcode.com/problems/longest-repeating-character-replacement/,2,56.81,,,
Reconstruct Original Digits from English,reconstruct-original-digits-from-english,https://leetcode.com/problems/reconstruct-original-digits-from-english/,2,51.54,,,
Valid Word Square,valid-word-square,https://leetcode.com/problems/valid-word-square/,1,41.91,,,
Maximum XOR of Two Numbers in an Array,maximum-xor-of-two-numbers-in-an-array,https://leetcode.com/problems/maximum-xor-of-two-numbers-in-an-array/,2,53.17,,,
Strong Password Checker,strong-password-checker,https://leetcode.com/problems/strong-password-checker/,3,14.51,,,
Battleships in a Board,battleships-in-a-board,https://leetcode.com/problems/battleships-in-a-board/,2,76.39,,,
Sentence Screen Fitting,sentence-screen-fitting,https://leetcode.com/problems/sentence-screen-fitting/,2,36.33,,,
Pacific Atlantic Water Flow,pacific-atlantic-water-flow,https://leetcode.com/problems/pacific-atlantic-water-flow/,2,57.21,,,
Partition Equal Subset Sum,partition-equal-subset-sum,https://leetcode.com/problems/partition-equal-subset-sum/,2,48.24,,,
Add Strings,add-strings,https://leetcode.com/problems/add-strings/,1,51.83,,,
Fizz Buzz,fizz-buzz,https://leetcode.com/problems/fizz-buzz/,1,74.17,,,
Arithmetic Slices,arithmetic-slices,https://leetcode.com/problems/arithmetic-slices/,2,64.83,,,
Third Maximum Number,third-maximum-number,https://leetcode.com/problems/third-maximum-number/,1,36.94,,,
Minimum Unique Word Abbreviation,minimum-unique-word-abbreviation,https://leetcode.com/problems/minimum-unique-word-abbreviation/,3,40.13,,,
Split Array Largest Sum,split-array-largest-sum,https://leetcode.com/problems/split-array-largest-sum/,3,57.7,,,
Longest Palindrome,longest-palindrome,https://leetcode.com/problems/longest-palindrome/,1,55.5,,,
Trapping Rain Water II,trapping-rain-water-ii,https://leetcode.com/problems/trapping-rain-water-ii/,3,58.74,,,
Valid Word Abbreviation,valid-word-abbreviation,https://leetcode.com/problems/valid-word-abbreviation/,1,36.77,,,
Queue Reconstruction by Height,queue-reconstruction-by-height,https://leetcode.com/problems/queue-reconstruction-by-height/,2,74.08,,,
Convert a Number to Hexadecimal,convert-a-number-to-hexadecimal,https://leetcode.com/problems/convert-a-number-to-hexadecimal/,1,50.61,,,
Sum of Left Leaves,sum-of-left-leaves,https://leetcode.com/problems/sum-of-left-leaves/,1,61.51,,,
Remove K Digits,remove-k-digits,https://leetcode.com/problems/remove-k-digits/,2,34.68,,,
Frog Jump,frog-jump,https://leetcode.com/problems/frog-jump/,3,46.47,,,
Binary Watch,binary-watch,https://leetcode.com/problems/binary-watch/,1,56.28,,,
Nth Digit,nth-digit,https://leetcode.com/problems/nth-digit/,2,35.5,,,
Random Pick Index,random-pick-index,https://leetcode.com/problems/random-pick-index/,2,64.42,,,
Integer Replacement,integer-replacement,https://leetcode.com/problems/integer-replacement/,2,36.41,,,
Rotate Function,rotate-function,https://leetcode.com/problems/rotate-function/,2,43.82,,,
Evaluate Division,evaluate-division,https://leetcode.com/problems/evaluate-division/,2,62.95,,,
Longest Substring with At Least K Repeating Characters,longest-substring-with-at-least-k-repeating-characters,https://leetcode.com/problems/longest-substring-with-at-least-k-repeating-characters/,2,45.39,,,
Decode String,decode-string,https://leetcode.com/problems/decode-string/,2,60.92,,,
UTF-8 Validation,utf-8-validation,https://leetcode.com/problems/utf-8-validation/,2,45.48,,,
Is Subsequence,is-subsequence,https://leetcode.com/problems/is-subsequence/,1,48.3,,,
Perfect Rectangle,perfect-rectangle,https://leetcode.com/problems/perfect-rectangle/,3,34.99,,,
Elimination Game,elimination-game,https://leetcode.com/problems/elimination-game/,2,44.73,,,
Find the Difference,find-the-difference,https://leetcode.com/problems/find-the-difference/,1,59.68,,,
First Unique Character in a String,first-unique-character-in-a-string,https://leetcode.com/problems/first-unique-character-in-a-string/,1,63.47,,,
Longest Absolute File Path,longest-absolute-file-path,https://leetcode.com/problems/longest-absolute-file-path/,2,48.26,,,
Lexicographical Numbers,lexicographical-numbers,https://leetcode.com/problems/lexicographical-numbers/,2,73.07,,,
Mini Parser,mini-parser,https://leetcode.com/problems/mini-parser/,2,39.9,,,
Shuffle an Array,shuffle-an-array,https://leetcode.com/problems/shuffle-an-array/,2,58.93,,,
Ransom Note,ransom-note,https://leetcode.com/problems/ransom-note/,1,64.25,,,
Insert Delete GetRandom O(1) - Duplicates allowed,insert-delete-getrandom-o1-duplicates-allowed,https://leetcode.com/problems/insert-delete-getrandom-o1-duplicates-allowed/,3,35.7,,,
Linked List Random Node,linked-list-random-node,https://leetcode.com/problems/linked-list-random-node/,2,63.88,,,
Design Phone Directory,design-phone-directory,https://leetcode.com/problems/design-phone-directory/,2,52.28,,,
Insert Delete GetRandom O(1),insert-delete-getrandom-o1,https://leetcode.com/problems/insert-delete-getrandom-o1/,2,54.91,,,
Kth Smallest Element in a Sorted Matrix,kth-smallest-element-in-a-sorted-matrix,https://leetcode.com/problems/kth-smallest-element-in-a-sorted-matrix/,2,63.4,,,
Combination Sum IV,combination-sum-iv,https://leetcode.com/problems/combination-sum-iv/,2,54.6,,,
Wiggle Subsequence,wiggle-subsequence,https://leetcode.com/problems/wiggle-subsequence/,2,48.81,,,
Guess Number Higher or Lower II,guess-number-higher-or-lower-ii,https://leetcode.com/problems/guess-number-higher-or-lower-ii/,2,50.9,,,
Guess Number Higher or Lower,guess-number-higher-or-lower,https://leetcode.com/problems/guess-number-higher-or-lower/,1,55.52,,,
Find K Pairs with Smallest Sums,find-k-pairs-with-smallest-sums,https://leetcode.com/problems/find-k-pairs-with-smallest-sums/,2,40.58,,,
Super Pow,super-pow,https://leetcode.com/problems/super-pow/,2,35.39,,,
Sum of Two Integers,sum-of-two-integers,https://leetcode.com/problems/sum-of-two-integers/,2,53.43,,,
Largest Divisible Subset,largest-divisible-subset,https://leetcode.com/problems/largest-divisible-subset/,2,48.73,,,
Plus One Linked List,plus-one-linked-list,https://leetcode.com/problems/plus-one-linked-list/,2,61.13,,,
Valid Perfect Square,valid-perfect-square,https://leetcode.com/problems/valid-perfect-square/,1,44.11,,,
Range Addition,range-addition,https://leetcode.com/problems/range-addition/,2,72.23,,,
Find Leaves of Binary Tree,find-leaves-of-binary-tree,https://leetcode.com/problems/find-leaves-of-binary-tree/,2,81.03,,,
Design Hit Counter,design-hit-counter,https://leetcode.com/problems/design-hit-counter/,2,69.1,,,
Max Sum of Rectangle No Larger Than K,max-sum-of-rectangle-no-larger-than-k,https://leetcode.com/problems/max-sum-of-rectangle-no-larger-than-k/,3,44.58,,,
Nested List Weight Sum II,nested-list-weight-sum-ii,https://leetcode.com/problems/nested-list-weight-sum-ii/,2,65.35,,,
Water and Jug Problem,water-and-jug-problem,https://leetcode.com/problems/water-and-jug-problem/,2,42.81,,,
Bomb Enemy,bomb-enemy,https://leetcode.com/problems/bomb-enemy/,2,52.05,,,
Logger Rate Limiter,logger-rate-limiter,https://leetcode.com/problems/logger-rate-limiter/,1,76.43,,,
Count Numbers with Unique Digits,count-numbers-with-unique-digits,https://leetcode.com/problems/count-numbers-with-unique-digits/,2,54.18,,,
Rearrange String k Distance Apart,rearrange-string-k-distance-apart,https://leetcode.com/problems/rearrange-string-k-distance-apart/,3,39.32,,,
Sort Transformed Array,sort-transformed-array,https://leetcode.com/problems/sort-transformed-array/,2,56.96,,,
Line Reflection,line-reflection,https://leetcode.com/problems/line-reflection/,2,35.92,,,
Design Twitter,design-twitter,https://leetcode.com/problems/design-twitter/,2,42.31,,,
Russian Doll Envelopes,russian-doll-envelopes,https://leetcode.com/problems/russian-doll-envelopes/,3,37.25,,,
Design Snake Game,design-snake-game,https://leetcode.com/problems/design-snake-game/,2,39.1,,,
Data Stream as Disjoint Intervals,data-stream-as-disjoint-intervals,https://leetcode.com/problems/data-stream-as-disjoint-intervals/,3,59.44,,,
Android Unlock Patterns,android-unlock-patterns,https://leetcode.com/problems/android-unlock-patterns/,2,53.28,,,
Intersection of Two Arrays II,intersection-of-two-arrays-ii,https://leetcode.com/problems/intersection-of-two-arrays-ii/,1,58.98,,,
Design Tic-Tac-Toe,design-tic-tac-toe,https://leetcode.com/problems/design-tic-tac-toe/,2,58.54,,,
Intersection of Two Arrays,intersection-of-two-arrays,https://leetcode.com/problems/intersection-of-two-arrays/,1,76.25,,,
Top K Frequent Elements,top-k-frequent-elements,https://leetcode.com/problems/top-k-frequent-elements/,2,64.33,,,
Moving Average from Data Stream,moving-average-from-data-stream,https://leetcode.com/problems/moving-average-from-data-stream/,1,79.82,,,
Reverse String,reverse-string,https://leetcode.com/problems/reverse-string/,1,79.62,,,
Integer Break,integer-break,https://leetcode.com/problems/integer-break/,2,61.03,,,
Power of Four,power-of-four,https://leetcode.com/problems/power-of-four/,1,49.29,,,
Reverse Vowels of a String,reverse-vowels-of-a-string,https://leetcode.com/problems/reverse-vowels-of-a-string/,1,57.67,,,
Flatten Nested List Iterator,flatten-nested-list-iterator,https://leetcode.com/problems/flatten-nested-list-iterator/,2,65.14,,,
Nested List Weight Sum,nested-list-weight-sum,https://leetcode.com/problems/nested-list-weight-sum/,2,85.41,,,
Counting Bits,counting-bits,https://leetcode.com/problems/counting-bits/,1,79.56,,,
Longest Substring with At Most K Distinct Characters,longest-substring-with-at-most-k-distinct-characters,https://leetcode.com/problems/longest-substring-with-at-most-k-distinct-characters/,2,49.41,,,
House Robber III,house-robber-iii,https://leetcode.com/problems/house-robber-iii/,2,54.82,,,
Palindrome Pairs,palindrome-pairs,https://leetcode.com/problems/palindrome-pairs/,3,36.13,,,
Self Crossing,self-crossing,https://leetcode.com/problems/self-crossing/,3,31.85,,,
Increasing Triplet Subsequence,increasing-triplet-subsequence,https://leetcode.com/problems/increasing-triplet-subsequence/,2,39.14,,,
Largest BST Subtree,largest-bst-subtree,https://leetcode.com/problems/largest-bst-subtree/,2,45.24,,,
Reconstruct Itinerary,reconstruct-itinerary,https://leetcode.com/problems/reconstruct-itinerary/,3,43.5,,,
Verify Preorder Serialization of a Binary Tree,verify-preorder-serialization-of-a-binary-tree,https://leetcode.com/problems/verify-preorder-serialization-of-a-binary-tree/,2,46.02,,,
Patching Array,patching-array,https://leetcode.com/problems/patching-array/,3,53.42,,,
Longest Increasing Path in a Matrix,longest-increasing-path-in-a-matrix,https://leetcode.com/problems/longest-increasing-path-in-a-matrix/,3,55.13,,,
Count of Range Sum,count-of-range-sum,https://leetcode.com/problems/count-of-range-sum/,3,36.85,,,
Odd Even Linked List,odd-even-linked-list,https://leetcode.com/problems/odd-even-linked-list/,2,61.93,,,
Power of Three,power-of-three,https://leetcode.com/problems/power-of-three/,1,47.84,,,
Wiggle Sort II,wiggle-sort-ii,https://leetcode.com/problems/wiggle-sort-ii/,2,35.48,,,
Maximum Size Subarray Sum Equals k,maximum-size-subarray-sum-equals-k,https://leetcode.com/problems/maximum-size-subarray-sum-equals-k/,2,50.57,,,
Coin Change,coin-change,https://leetcode.com/problems/coin-change/,2,46.16,,,
Number of Connected Components in an Undirected Graph,number-of-connected-components-in-an-undirected-graph,https://leetcode.com/problems/number-of-connected-components-in-an-undirected-graph/,2,64.06,,,
Create Maximum Number,create-maximum-number,https://leetcode.com/problems/create-maximum-number/,3,32.15,,,
Bulb Switcher,bulb-switcher,https://leetcode.com/problems/bulb-switcher/,2,53.91,,,
Generalized Abbreviation,generalized-abbreviation,https://leetcode.com/problems/generalized-abbreviation/,2,59.99,,,
Maximum Product of Word Lengths,maximum-product-of-word-lengths,https://leetcode.com/problems/maximum-product-of-word-lengths/,2,60.47,,,
Shortest Distance from All Buildings,shortest-distance-from-all-buildings,https://leetcode.com/problems/shortest-distance-from-all-buildings/,3,44.21,,,
Remove Duplicate Letters,remove-duplicate-letters,https://leetcode.com/problems/remove-duplicate-letters/,2,51.14,,,
Count of Smaller Numbers After Self,count-of-smaller-numbers-after-self,https://leetcode.com/problems/count-of-smaller-numbers-after-self/,3,42.8,,,
Binary Tree Vertical Order Traversal,binary-tree-vertical-order-traversal,https://leetcode.com/problems/binary-tree-vertical-order-traversal/,2,56.92,,,
Super Ugly Number,super-ugly-number,https://leetcode.com/problems/super-ugly-number/,2,45.42,,,
Burst Balloons,burst-balloons,https://leetcode.com/problems/burst-balloons/,3,60.93,,,
Sparse Matrix Multiplication,sparse-matrix-multiplication,https://leetcode.com/problems/sparse-matrix-multiplication/,2,68.79,,,
Minimum Height Trees,minimum-height-trees,https://leetcode.com/problems/minimum-height-trees/,2,41.93,,,
Best Time to Buy and Sell Stock with Cooldown,best-time-to-buy-and-sell-stock-with-cooldown,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-cooldown/,2,60.06,,,
Range Sum Query 2D - Mutable,range-sum-query-2d-mutable,https://leetcode.com/problems/range-sum-query-2d-mutable/,2,44.8,,,
Range Sum Query - Mutable,range-sum-query-mutable,https://leetcode.com/problems/range-sum-query-mutable/,2,41.62,,,
Additive Number,additive-number,https://leetcode.com/problems/additive-number/,2,32.42,,,
Number of Islands II,number-of-islands-ii,https://leetcode.com/problems/number-of-islands-ii/,3,40.06,,,
Range Sum Query 2D - Immutable,range-sum-query-2d-immutable,https://leetcode.com/problems/range-sum-query-2d-immutable/,2,56.25,,,
Range Sum Query - Immutable,range-sum-query-immutable,https://leetcode.com/problems/range-sum-query-immutable/,1,67.89,,,
Smallest Rectangle Enclosing Black Pixels,smallest-rectangle-enclosing-black-pixels,https://leetcode.com/problems/smallest-rectangle-enclosing-black-pixels/,3,60.53,,,
Remove Invalid Parentheses,remove-invalid-parentheses,https://leetcode.com/problems/remove-invalid-parentheses/,3,49.07,,,
Bulls and Cows,bulls-and-cows,https://leetcode.com/problems/bulls-and-cows/,2,51.23,,,
Longest Increasing Subsequence,longest-increasing-subsequence,https://leetcode.com/problems/longest-increasing-subsequence/,2,57.49,,,
Binary Tree Longest Consecutive Sequence,binary-tree-longest-consecutive-sequence,https://leetcode.com/problems/binary-tree-longest-consecutive-sequence/,2,54.05,,,
Serialize and Deserialize Binary Tree,serialize-and-deserialize-binary-tree,https://leetcode.com/problems/serialize-and-deserialize-binary-tree/,3,58.65,,,
Best Meeting Point,best-meeting-point,https://leetcode.com/problems/best-meeting-point/,3,61.24,,,
Flip Game,flip-game,https://leetcode.com/problems/flip-game/,1,64.87,,,
Find Median from Data Stream,find-median-from-data-stream,https://leetcode.com/problems/find-median-from-data-stream/,3,53.07,,,
Flip Game II,flip-game-ii,https://leetcode.com/problems/flip-game-ii/,2,52.21,,,
Nim Game,nim-game,https://leetcode.com/problems/nim-game/,1,57.99,,,
Word Pattern II,word-pattern-ii,https://leetcode.com/problems/word-pattern-ii/,2,48.58,,,
Unique Word Abbreviation,unique-word-abbreviation,https://leetcode.com/problems/unique-word-abbreviation/,2,26.96,,,
Game of Life,game-of-life,https://leetcode.com/problems/game-of-life/,2,71.19,,,
Word Pattern,word-pattern,https://leetcode.com/problems/word-pattern/,1,42.95,,,
Find the Duplicate Number,find-the-duplicate-number,https://leetcode.com/problems/find-the-duplicate-number/,2,62.58,,,
Walls and Gates,walls-and-gates,https://leetcode.com/problems/walls-and-gates/,2,62.78,,,
Peeking Iterator,peeking-iterator,https://leetcode.com/problems/peeking-iterator/,2,60.22,,,
Inorder Successor in BST,inorder-successor-in-bst,https://leetcode.com/problems/inorder-successor-in-bst/,2,50.58,,,
Move Zeroes,move-zeroes,https://leetcode.com/problems/move-zeroes/,1,62.69,,,
Expression Add Operators,expression-add-operators,https://leetcode.com/problems/expression-add-operators/,3,41.39,,,
Zigzag Iterator,zigzag-iterator,https://leetcode.com/problems/zigzag-iterator/,2,65.5,,,
Wiggle Sort,wiggle-sort,https://leetcode.com/problems/wiggle-sort/,2,68.15,,,
Perfect Squares,perfect-squares,https://leetcode.com/problems/perfect-squares/,2,55.56,,,
First Bad Version,first-bad-version,https://leetcode.com/problems/first-bad-version/,1,45.75,,,
Find the Celebrity,find-the-celebrity,https://leetcode.com/problems/find-the-celebrity/,2,48.34,,,
Paint Fence,paint-fence,https://leetcode.com/problems/paint-fence/,2,47.62,,,
H-Index II,h-index-ii,https://leetcode.com/problems/h-index-ii/,2,38.77,,,
H-Index,h-index,https://leetcode.com/problems/h-index/,2,40.12,,,
Integer to English Words,integer-to-english-words,https://leetcode.com/problems/integer-to-english-words/,3,34.3,,,
Encode and Decode Strings,encode-and-decode-strings,https://leetcode.com/problems/encode-and-decode-strings/,2,49.32,,,
Closest Binary Search Tree Value II,closest-binary-search-tree-value-ii,https://leetcode.com/problems/closest-binary-search-tree-value-ii/,3,60.16,,,
Closest Binary Search Tree Value,closest-binary-search-tree-value,https://leetcode.com/problems/closest-binary-search-tree-value/,1,49.93,,,
Alien Dictionary,alien-dictionary,https://leetcode.com/problems/alien-dictionary/,3,36.57,,,
Missing Number,missing-number,https://leetcode.com/problems/missing-number/,1,69.72,,,
Paint House II,paint-house-ii,https://leetcode.com/problems/paint-house-ii/,3,56.25,,,
Palindrome Permutation II,palindrome-permutation-ii,https://leetcode.com/problems/palindrome-permutation-ii/,2,42.08,,,
Palindrome Permutation,palindrome-permutation,https://leetcode.com/problems/palindrome-permutation/,1,68.47,,,
Ugly Number II,ugly-number-ii,https://leetcode.com/problems/ugly-number-ii/,2,49.21,,,
Ugly Number,ugly-number,https://leetcode.com/problems/ugly-number/,1,42.28,,,
Graph Valid Tree,graph-valid-tree,https://leetcode.com/problems/graph-valid-tree/,2,49.21,,,
Single Number III,single-number-iii,https://leetcode.com/problems/single-number-iii/,2,70.68,,,
Trips and Users,trips-and-users,https://leetcode.com/problems/trips-and-users/,3,37.08,,,
Add Digits,add-digits,https://leetcode.com/problems/add-digits/,1,67.76,,,
Binary Tree Paths,binary-tree-paths,https://leetcode.com/problems/binary-tree-paths/,1,66.18,,,
3Sum Smaller,3sum-smaller,https://leetcode.com/problems/3sum-smaller/,2,50.95,,,
Paint House,paint-house,https://leetcode.com/problems/paint-house/,2,63.6,,,
Verify Preorder Sequence in Binary Search Tree,verify-preorder-sequence-in-binary-search-tree,https://leetcode.com/problems/verify-preorder-sequence-in-binary-search-tree/,2,50.77,,,
Factor Combinations,factor-combinations,https://leetcode.com/problems/factor-combinations/,2,50.18,,,
Meeting Rooms,meeting-rooms,https://leetcode.com/problems/meeting-rooms/,1,58.87,,,
Meeting Rooms II,meeting-rooms-ii,https://leetcode.com/problems/meeting-rooms-ii/,2,52.05,,,
Flatten 2D Vector,flatten-2d-vector,https://leetcode.com/problems/flatten-2d-vector/,2,50.07,,,
Count Univalue Subtrees,count-univalue-subtrees,https://leetcode.com/problems/count-univalue-subtrees/,2,57.1,,,
Group Shifted Strings,group-shifted-strings,https://leetcode.com/problems/group-shifted-strings/,2,67.22,,,
Strobogrammatic Number III,strobogrammatic-number-iii,https://leetcode.com/problems/strobogrammatic-number-iii/,3,42.4,,,
Strobogrammatic Number II,strobogrammatic-number-ii,https://leetcode.com/problems/strobogrammatic-number-ii/,2,53.1,,,
Strobogrammatic Number,strobogrammatic-number,https://leetcode.com/problems/strobogrammatic-number/,1,47.6,,,
Shortest Word Distance III,shortest-word-distance-iii,https://leetcode.com/problems/shortest-word-distance-iii/,2,59.01,,,
Shortest Word Distance,shortest-word-distance,https://leetcode.com/problems/shortest-word-distance/,1,65.9,,,
Valid Anagram,valid-anagram,https://leetcode.com/problems/valid-anagram/,1,66.41,,,
Shortest Word Distance II,shortest-word-distance-ii,https://leetcode.com/problems/shortest-word-distance-ii/,2,62.04,,,
Different Ways to Add Parentheses,different-ways-to-add-parentheses,https://leetcode.com/problems/different-ways-to-add-parentheses/,2,72.23,,,
Product of Array Except Self,product-of-array-except-self,https://leetcode.com/problems/product-of-array-except-self/,2,67.57,,,
Search a 2D Matrix II,search-a-2d-matrix-ii,https://leetcode.com/problems/search-a-2d-matrix-ii/,2,54.9,,,
Sliding Window Maximum,sliding-window-maximum,https://leetcode.com/problems/sliding-window-maximum/,3,47.42,,,
Delete Node in a Linked List,delete-node-in-a-linked-list,https://leetcode.com/problems/delete-node-in-a-linked-list/,2,82.02,,,
Lowest Common Ancestor of a Binary Tree,lowest-common-ancestor-of-a-binary-tree,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree/,2,66.26,,,
Lowest Common Ancestor of a Binary Search Tree,lowest-common-ancestor-of-a-binary-search-tree,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-search-tree/,2,67.89,,,
Palindrome Linked List,palindrome-linked-list,https://leetcode.com/problems/palindrome-linked-list/,1,55.52,,,
Number of Digit One,number-of-digit-one,https://leetcode.com/problems/number-of-digit-one/,3,35.82,,,
Implement Queue using Stacks,implement-queue-using-stacks,https://leetcode.com/problems/implement-queue-using-stacks/,1,67.83,,,
Power of Two,power-of-two,https://leetcode.com/problems/power-of-two/,1,48.3,,,
Kth Smallest Element in a BST,kth-smallest-element-in-a-bst,https://leetcode.com/problems/kth-smallest-element-in-a-bst/,2,75.04,,,
Summary Ranges,summary-ranges,https://leetcode.com/problems/summary-ranges/,1,52.84,,,
Majority Element II,majority-element-ii,https://leetcode.com/problems/majority-element-ii/,2,54.03,,,
Basic Calculator II,basic-calculator-ii,https://leetcode.com/problems/basic-calculator-ii/,2,45.55,,,
Invert Binary Tree,invert-binary-tree,https://leetcode.com/problems/invert-binary-tree/,1,78.82,,,
Implement Stack using Queues,implement-stack-using-queues,https://leetcode.com/problems/implement-stack-using-queues/,1,66.92,,,
Basic Calculator,basic-calculator,https://leetcode.com/problems/basic-calculator/,3,45.29,,,
Rectangle Area,rectangle-area,https://leetcode.com/problems/rectangle-area/,2,47.18,,,
Maximal Square,maximal-square,https://leetcode.com/problems/maximal-square/,2,48.5,,,
Count Complete Tree Nodes,count-complete-tree-nodes,https://leetcode.com/problems/count-complete-tree-nodes/,1,69.48,,,
Contains Duplicate III,contains-duplicate-iii,https://leetcode.com/problems/contains-duplicate-iii/,3,23.53,,,
Contains Duplicate II,contains-duplicate-ii,https://leetcode.com/problems/contains-duplicate-ii/,1,48.66,,,
The Skyline Problem,the-skyline-problem,https://leetcode.com/problems/the-skyline-problem/,3,43.82,,,
Contains Duplicate,contains-duplicate,https://leetcode.com/problems/contains-duplicate/,1,63.02,,,
Combination Sum III,combination-sum-iii,https://leetcode.com/problems/combination-sum-iii/,2,71.63,,,
Kth Largest Element in an Array,kth-largest-element-in-an-array,https://leetcode.com/problems/kth-largest-element-in-an-array/,2,67.79,,,
Shortest Palindrome,shortest-palindrome,https://leetcode.com/problems/shortest-palindrome/,3,40.51,,,
House Robber II,house-robber-ii,https://leetcode.com/problems/house-robber-ii/,2,43.35,,,
Word Search II,word-search-ii,https://leetcode.com/problems/word-search-ii/,3,37.16,,,
Design Add and Search Words Data Structure,design-add-and-search-words-data-structure,https://leetcode.com/problems/design-add-and-search-words-data-structure/,2,46.82,,,
Course Schedule II,course-schedule-ii,https://leetcode.com/problems/course-schedule-ii/,2,53.04,,,
